產業別,股票代碼,股票名稱,市場別,更新日期
金融保險,2887F,台新戊特二,twse,2021-05-17
金融保險,2888,新光金,twse,2021-05-17
金融保險,2888A,新光金甲特,twse,2021-05-17
金融保險,2888B,新光金乙特,twse,2021-05-17
金融保險,2889,國票金,twse,2021-05-17
金融保險,2890,永豐金,twse,2021-05-17
金融保險,2891,中信金,twse,2021-05-17
金融保險,2891A,中信特,twse,2021-05-17
金融保險,2891B,中信金乙特,twse,2021-05-17
金融保險,2891C,中信金丙特,twse,2021-05-17
金融保險,2892,第一金,twse,2021-05-17
金融保險,2897,王道銀行,twse,2021-05-17
金融保險,2897A,王道銀甲特,twse,2021-05-17
貿易百貨,2901,欣欣,twse,2021-05-17
貿易百貨,2903,遠百,twse,2021-05-17
其他,2904,匯僑,twse,2021-05-17
貿易百貨,2905,三商,twse,2021-05-17
貿易百貨,2906,高林,twse,2021-05-17
貿易百貨,2908,特力,twse,2021-05-17
貿易百貨,2910,統領,twse,2021-05-17
貿易百貨,2911,麗嬰房,twse,2021-05-17
貿易百貨,2912,統一超,twse,2021-05-17
貿易百貨,2913,農林,twse,2021-05-17
貿易百貨,2915,潤泰全,twse,2021-05-17
貿易百貨,2916,滿心,tpex,2021-05-17
建材營造,2923,鼎固-KY,twse,2021-05-17
貿易百貨,2924,東凌-KY,tpex,2021-05-17
文化創意業,2926,誠品生活,tpex,2021-05-17
觀光事業,2928,紅馬-KY,tpex,2021-05-17
貿易百貨,2929,淘帝-KY,twse,2021-05-17
貿易百貨,2936,客思達-KY,twse,2021-05-17
貿易百貨,2937,集雅社,tpex,2021-05-17
貿易百貨,2939,凱羿-KY,twse,2021-05-17
電子工業,3002,歐格,twse,2021-05-17
電腦及週邊設備業,3002,歐格,twse,2021-05-17
電子工業,3003,健和興,twse,2021-05-17
電子零組件業,3003,健和興,twse,2021-05-17
鋼鐵工業,3004,豐達科,twse,2021-05-17
電子工業,3005,神基,twse,2021-05-17
電腦及週邊設備業,3005,神基,twse,2021-05-17
半導體業,3006,晶豪科,twse,2021-05-17
電子工業,3006,晶豪科,twse,2021-05-17
電子工業,3007,綠點,twse,2021-05-17
光電業,3008,大立光,twse,2021-05-17
電子工業,3008,大立光,twse,2021-05-17
光電業,3009,奇美電,twse,2021-05-17
電子工業,3009,奇美電,twse,2021-05-17
電子工業,3010,華立,twse,2021-05-17
電子通路業,3010,華立,twse,2021-05-17
電子工業,3011,今皓,twse,2021-05-17
電子零組件業,3011,今皓,twse,2021-05-17
電子工業,3013,晟銘電,twse,2021-05-17
電腦及週邊設備業,3013,晟銘電,twse,2021-05-17
半導體業,3014,聯陽,twse,2021-05-17
電子工業,3014,聯陽,twse,2021-05-17
電子工業,3015,全漢,twse,2021-05-17
電子零組件業,3015,全漢,twse,2021-05-17
半導體業,3016,嘉晶,twse,2021-05-17
電子工業,3016,嘉晶,twse,2021-05-17
電子工業,3017,奇鋐,twse,2021-05-17
電腦及週邊設備業,3017,奇鋐,twse,2021-05-17
其他電子業,3018,同開,twse,2021-05-17
電子工業,3018,同開,twse,2021-05-17
光電業,3019,亞光,twse,2021-05-17
電子工業,3019,亞光,twse,2021-05-17
電子工業,3020,奇普仕,twse,2021-05-17
電子通路業,3020,奇普仕,twse,2021-05-17
電子工業,3021,鴻名,twse,2021-05-17
電子零組件業,3021,鴻名,twse,2021-05-17
電子工業,3022,威強電,twse,2021-05-17
電腦及週邊設備業,3022,威強電,twse,2021-05-17
電子工業,3023,信邦,twse,2021-05-17
電子零組件業,3023,信邦,twse,2021-05-17
光電業,3024,憶聲,twse,2021-05-17
電子工業,3024,憶聲,twse,2021-05-17
通信網路業,3025,星通,twse,2021-05-17
電子工業,3025,星通,twse,2021-05-17
電子工業,3026,禾伸堂,twse,2021-05-17
電子零組件業,3026,禾伸堂,twse,2021-05-17
通信網路業,3027,盛達,twse,2021-05-17
電子工業,3027,盛達,twse,2021-05-17
電子工業,3028,增你強,twse,2021-05-17
電子通路業,3028,增你強,twse,2021-05-17
資訊服務業,3029,零壹,twse,2021-05-17
電子工業,3029,零壹,twse,2021-05-17
其他電子業,3030,德律,twse,2021-05-17
電子工業,3030,德律,twse,2021-05-17
光電業,3031,佰鴻,twse,2021-05-17
電子工業,3031,佰鴻,twse,2021-05-17
電子工業,3032,偉訓,twse,2021-05-17
電子零組件業,3032,偉訓,twse,2021-05-17
電子工業,3033,威健,twse,2021-05-17
電子通路業,3033,威健,twse,2021-05-17
半導體業,3034,聯詠,twse,2021-05-17
電子工業,3034,聯詠,twse,2021-05-17
半導體業,3035,智原,twse,2021-05-17
電子工業,3035,智原,twse,2021-05-17
電子工業,3036,文曄,twse,2021-05-17
電子通路業,3036,文曄,twse,2021-05-17
電子工業,3036A,文曄甲特,twse,2021-05-17
電子通路業,3036A,文曄甲特,twse,2021-05-17
電子工業,3037,欣興,twse,2021-05-17
電子零組件業,3037,欣興,twse,2021-05-17
光電業,3038,全台,twse,2021-05-17
電子工業,3038,全台,twse,2021-05-17
其他,3040,遠見,twse,2021-05-17
半導體業,3041,揚智,twse,2021-05-17
電子工業,3041,揚智,twse,2021-05-17
電子工業,3042,晶技,twse,2021-05-17
電子零組件業,3042,晶技,twse,2021-05-17
其他電子業,3043,科風,twse,2021-05-17
電子工業,3043,科風,twse,2021-05-17
電子工業,3044,健鼎,twse,2021-05-17
電子零組件業,3044,健鼎,twse,2021-05-17
通信網路業,3045,台灣大,twse,2021-05-17
電子工業,3045,台灣大,twse,2021-05-17
電子工業,3046,建碁,twse,2021-05-17
電腦及週邊設備業,3046,建碁,twse,2021-05-17
通信網路業,3047,訊舟,twse,2021-05-17
電子工業,3047,訊舟,twse,2021-05-17
電子工業,3048,益登,twse,2021-05-17
電子通路業,3048,益登,twse,2021-05-17
光電業,3049,和鑫,twse,2021-05-17
電子工業,3049,和鑫,twse,2021-05-17
光電業,3050,鈺德,twse,2021-05-17
電子工業,3050,鈺德,twse,2021-05-17
光電業,3051,力特,twse,2021-05-17
電子工業,3051,力特,twse,2021-05-17
建材營造,3052,夆典,twse,2021-05-17
其他電子業,3053,鼎營,twse,2021-05-17
電子工業,3053,鼎營,twse,2021-05-17
半導體業,3054,立萬利,twse,2021-05-17
電子工業,3054,立萬利,twse,2021-05-17
電子工業,3055,蔚華科,twse,2021-05-17
電子通路業,3055,蔚華科,twse,2021-05-17
建材營造,3056,總太,twse,2021-05-17
電子工業,3057,喬鼎,twse,2021-05-17
電腦及週邊設備業,3057,喬鼎,twse,2021-05-17
電子工業,3058,立德,twse,2021-05-17
電子零組件業,3058,立德,twse,2021-05-17
光電業,3059,華晶科,twse,2021-05-17
電子工業,3059,華晶科,twse,2021-05-17
電子工業,3060,銘異,twse,2021-05-17
電腦及週邊設備業,3060,銘異,twse,2021-05-17
光電業,3061,璨圓,twse,2021-05-17
電子工業,3061,璨圓,twse,2021-05-17
通信網路業,3062,建漢,twse,2021-05-17
電子工業,3062,建漢,twse,2021-05-17
半導體業,3063,飛信,twse,2021-05-17
電子工業,3063,飛信,twse,2021-05-17
文化創意業,3064,泰偉,tpex,2021-05-17
光電業類,3066,李洲,tpex,2021-05-17
其他電子類,3067,全域,tpex,2021-05-17
電腦及週邊類,3071,協禧,tpex,2021-05-17
半導體類,3073,天方能源,tpex,2021-05-17
電子零組件類,3078,僑威,tpex,2021-05-17
光電業,3080,威力盟,twse,2021-05-17
電子工業,3080,威力盟,twse,2021-05-17
通信網路類,3081,聯亞,tpex,2021-05-17
文化創意業,3083,網龍,tpex,2021-05-17
電子商務業,3085,新零售,tpex,2021-05-17
文化創意業,3086,華義,tpex,2021-05-17
電腦及週邊類,3088,艾訊,tpex,2021-05-17
電子零組件類,3089,元炬,tpex,2021-01-22
電子工業,3090,日電貿,twse,2021-05-17
電子零組件業,3090,日電貿,twse,2021-05-17
電子零組件類,3092,鴻碩,tpex,2021-05-15
電子工業,3092,鴻碩,twse,2021-05-17
電子零組件業,3092,鴻碩,twse,2021-05-17
其他電子類,3093,港建,tpex,2021-05-17
半導體業,3094,聯傑,twse,2021-05-17
電子工業,3094,聯傑,twse,2021-05-17
通信網路類,3095,及成,tpex,2021-05-17
半導體類,3105,穩懋,tpex,2021-05-17
電子零組件類,3114,好德,tpex,2021-05-17
電子零組件類,3115,寶島極,tpex,2021-05-17
生技醫療類,3118,進階,tpex,2021-05-17
半導體類,3122,笙泉,tpex,2021-05-17
光電業類,3128,昇銳,tpex,2021-05-17
資訊服務業,3130,一零四,twse,2021-05-17
電子工業,3130,一零四,twse,2021-05-17
其他電子類,3131,弘塑,tpex,2021-05-17
通信網路業,3138,耀登,twse,2021-05-17
電子工業,3138,耀登,twse,2021-05-17
半導體類,3141,晶宏,tpex,2021-05-17
電子工業,3142,遠茂,twse,2021-05-17
電子零組件類,3144,新揚科,tpex,2021-05-17
資訊服務類,3147,大綜,tpex,2021-05-17
光電業,3149,正達,twse,2021-05-17
電子工業,3149,正達,twse,2021-05-17
通信網路類,3152,璟德,tpex,2021-05-17
電機機械,3162,精確,tpex,2021-05-17
通信網路類,3163,波若威,tpex,2021-05-17
化學生技醫療,3164,景岳,twse,2021-05-17
生技醫療業,3164,景岳,twse,2021-05-17
電機機械,3167,大量,twse,2021-05-17
半導體類,3169,亞信,tpex,2021-05-17
貿易百貨,3171,新洲,tpex,2021-05-17
生技醫療類,3176,基亞,tpex,2021-05-17
電機機械,3178,公準,tpex,2021-05-17
建材營造,3188,鑫龍騰,tpex,2021-05-17
半導體業,3189,景碩,twse,2021-05-17
電子工業,3189,景碩,twse,2021-05-17
電子零組件類,3191,和進,tpex,2021-05-17
電子零組件類,3202,樺晟,tpex,2021-05-17
生技醫療類,3205,佰研,tpex,2021-05-17
電子零組件類,3206,志豐,tpex,2021-05-17
電子零組件類,3207,耀勝,tpex,2021-05-17
電子工業,3209,全科,twse,2021-05-17
電子通路業,3209,全科,twse,2021-05-17
電腦及週邊類,3211,順達,tpex,2021-05-17
電腦及週邊類,3213,茂訊,tpex,2021-05-17
電子工業,3214,元砷,twse,2021-05-17
電子零組件類,3217,優群,tpex,2021-05-17
生技醫療類,3218,大學光,tpex,2021-05-17
半導體類,3219,倚強股份,tpex,2021-05-17
通信網路類,3221,台嘉碩,tpex,2021-05-17
電子通路類,3224,三顧,tpex,2021-05-17
電機機械,3226,至寶電,tpex,2021-05-17
半導體類,3227,原相,tpex,2021-05-17
半導體類,3228,金麗科,tpex,2021-05-17
電子工業,3229,晟鈦,twse,2021-05-17
電子零組件業,3229,晟鈦,twse,2021-05-17
光電業類,3230,錦明,tpex,2021-05-17
電子工業,3231,緯創,twse,2021-05-17
電腦及週邊設備業,3231,緯創,twse,2021-05-17
電子通路類,3232,昱捷,tpex,2021-05-17
通信網路類,3234,光環,tpex,2021-05-17
電子零組件類,3236,千如,tpex,2021-05-17
觀光事業,3252,海灣,tpex,2021-05-17
半導體業,3257,虹冠電,twse,2021-05-17
電子工業,3257,虹冠電,twse,2021-05-17
半導體類,3259,鑫創,tpex,2021-05-17
半導體類,3260,威剛,tpex,2021-05-17
半導體類,3264,欣銓,tpex,2021-05-17
半導體類,3265,台星科,tpex,2021-05-17
建材營造,3266,昇陽,twse,2021-05-17
半導體類,3268,海德威,tpex,2021-05-17
半導體業,3271,其樂達,twse,2021-05-17
電子工業,3271,其樂達,twse,2021-05-17
電腦及週邊類,3272,東碩,tpex,2021-05-17
電子零組件類,3276,宇環,tpex,2021-05-17
其他,3284,太普高,tpex,2021-05-17
其他電子類,3285,微端,tpex,2021-05-17
電腦及週邊類,3287,廣寰科,tpex,2021-05-17
電子零組件類,3288,點晶,tpex,2021-05-17
其他電子類,3289,宜特,tpex,2021-05-17
電子零組件類,3290,東浦,tpex,2021-05-17
文化創意業,3293,鈊象,tpex,2021-05-17
電子零組件類,3294,英濟,tpex,2021-05-17
電子工業,3296,勝德,twse,2021-05-17
電子零組件業,3296,勝德,twse,2021-05-17
光電業類,3297,杭特,tpex,2021-05-17
其他電子類,3303,岱稜,tpex,2021-05-17
其他電子業,3305,昇貿,twse,2021-05-17
電子工業,3305,昇貿,twse,2021-05-17
通信網路類,3306,鼎天,tpex,2021-05-17
電子工業,3308,聯德,twse,2021-05-17
電子零組件業,3308,聯德,twse,2021-05-17
電子零組件類,3310,佳穎,tpex,2021-05-17
通信網路業,3311,閎暉,twse,2021-05-17
電子工業,3311,閎暉,twse,2021-05-17
電子工業,3312,弘憶股,twse,2021-05-17
電子通路業,3312,弘憶股,twse,2021-05-17
電子零組件類,3313,斐成,tpex,2021-05-17
電子工業,3315,宣昶,twse,2021-05-17
電子通路業,3315,宣昶,twse,2021-05-17
半導體類,3317,尼克森,tpex,2021-05-17
電子工業,3321,同泰,twse,2021-05-17
電子零組件業,3321,同泰,twse,2021-05-17
電子零組件類,3322,建舜電,tpex,2021-05-17
電腦及週邊類,3323,加百裕,tpex,2021-05-17
其他電子類,3324,雙鴻,tpex,2021-05-17
電腦及週邊類,3325,旭品,tpex,2021-05-17
電子零組件類,3332,幸康,tpex,2021-05-17
電子工業,3338,泰碩,twse,2021-05-17
電子零組件業,3338,泰碩,twse,2021-05-17
光電業類,3339,泰谷,tpex,2021-05-17
汽車工業,3346,麗清,twse,2021-05-17
電子零組件類,3354,律勝,tpex,2021-05-17
光電業,3356,奇偶,twse,2021-05-17
電子工業,3356,奇偶,twse,2021-05-17
電子零組件類,3357,臺慶科,tpex,2021-05-17
電子通路類,3360,尚立,tpex,2021-05-17
光電業類,3362,先進光,tpex,2021-05-17
通信網路類,3363,上詮,tpex,2021-05-17
其他電子業,3367,英華達,twse,2021-05-17
電子工業,3367,英華達,twse,2021-05-17
半導體類,3372,典範,tpex,2021-05-17
其他電子類,3373,熱映,tpex,2021-05-17
半導體類,3374,精材,tpex,2021-05-17
電子工業,3376,新日興,twse,2021-05-17
電子零組件業,3376,新日興,twse,2021-05-17
電機機械,3379,彬台,tpex,2021-05-17
通信網路業,3380,明泰,twse,2021-05-17
電子工業,3380,明泰,twse,2021-05-17
光電業,3383,新世紀,twse,2021-05-17
電子工業,3383,新世紀,twse,2021-05-17
電子零組件類,3388,崇越電,tpex,2021-05-17
電子零組件類,3390,旭軟,tpex,2021-05-17
其他電子類,3402,漢科,tpex,2021-05-17
光電業,3406,玉晶光,twse,2021-05-17
電子工業,3406,玉晶光,twse,2021-05-17
半導體業,3413,京鼎,twse,2021-05-17
電子工業,3413,京鼎,twse,2021-05-17
電子工業,3416,融程電,twse,2021-05-17
電腦及週邊設備業,3416,融程電,twse,2021-05-17
通信網路業,3419,譁裕,twse,2021-05-17
電子工業,3419,譁裕,twse,2021-05-17
電機機械,3426,台興,tpex,2021-05-17
電子工業,3432,台端,twse,2021-05-17
電子零組件業,3432,台端,twse,2021-05-17
光電業類,3434,哲固,tpex,2021-05-17
光電業,3437,榮創,twse,2021-05-17
電子工業,3437,榮創,twse,2021-05-17
半導體類,3438,類比科,tpex,2021-05-17
光電業類,3441,聯一光,tpex,2021-05-17
半導體業,3443,創意,twse,2021-05-17
電子工業,3443,創意,twse,2021-05-17
電子通路類,3444,利機,tpex,2021-05-17
其他電子業,3450,聯鈞,twse,2021-05-17
電子工業,3450,聯鈞,twse,2021-05-17
光電業,3454,晶睿,twse,2021-05-17
電子工業,3454,晶睿,twse,2021-05-17
光電業類,3455,由田,tpex,2021-05-17
電子零組件類,3465,進泰電子,tpex,2021-05-17
通信網路類,3466,致振,tpex,2021-05-17
半導體業,3474,華亞科,twse,2021-05-17
電子工業,3474,華亞科,twse,2021-05-17
電腦及週邊類,3479,安勤,tpex,2021-05-17
光電業,3481,群創,twse,2021-05-17
電子工業,3481,群創,twse,2021-05-17
電腦及週邊類,3483,力致,tpex,2021-05-17
電子零組件類,3484,崧騰,tpex,2021-05-17
建材營造,3489,森寶,tpex,2021-05-17
光電業類,3490,單井,tpex,2021-05-17
通信網路類,3491,昇達科,tpex,2021-05-17
電子零組件類,3492,長盛,tpex,2021-05-17
電子工業,3494,誠研,twse,2021-05-17
電腦及週邊設備業,3494,誠研,twse,2021-05-17
其他電子類,3498,陽程,tpex,2021-05-17
通信網路類,3499,環天科,tpex,2021-05-17
電子工業,3501,維熹,twse,2021-05-17
電子零組件業,3501,維熹,twse,2021-05-17
光電業,3504,揚明光,twse,2021-05-17
電子工業,3504,揚明光,twse,2021-05-17
其他電子類,3508,位速,tpex,2021-05-17
電子零組件類,3511,矽瑪,tpex,2021-05-17
電子零組件類,3512,皇龍,tpex,2021-05-17
光電業,3514,昱晶,twse,2021-05-17
電子工業,3514,昱晶,twse,2021-05-17
電子工業,3515,華擎,twse,2021-05-17
電腦及週邊設備業,3515,華擎,twse,2021-05-17
光電業類,3516,亞帝歐,tpex,2021-05-17
其他電子業,3518,柏騰,twse,2021-05-17
電子工業,3518,柏騰,twse,2021-05-17
半導體業,3519,綠能,twse,2021-05-17
電子工業,3519,綠能,twse,2021-05-17
電子零組件類,3520,華盈,tpex,2021-05-17
電腦及週邊類,3521,鴻翊,tpex,2021-05-17
觀光事業,3522,御頂,tpex,2021-05-17
光電業類,3523,迎輝,tpex,2021-05-17
電子零組件類,3526,凡甲,tpex,2021-05-17
半導體類,3527,聚積,tpex,2021-05-17
電子工業,3528,安馳,twse,2021-05-17
電子通路業,3528,安馳,twse,2021-05-17
半導體類,3529,力旺,tpex,2021-05-17
半導體業,3530,晶相光,twse,2021-05-17
電子工業,3530,晶相光,twse,2021-05-17
光電業類,3531,先益,tpex,2021-05-17
半導體業,3532,台勝科,twse,2021-05-17
電子工業,3532,台勝科,twse,2021-05-17
電子工業,3533,嘉澤,twse,2021-05-17
電子零組件業,3533,嘉澤,twse,2021-05-17
半導體業,3534,雷凌,twse,2021-05-17
電子工業,3534,雷凌,twse,2021-05-17
光電業,3535,晶彩科,twse,2021-05-17
電子工業,3535,晶彩科,twse,2021-05-17
半導體業,3536,誠創,twse,2021-05-17
電子工業,3536,誠創,twse,2021-05-17
電子零組件類,3537,堡達,tpex,2021-05-17
電腦及週邊類,3540,曜越,tpex,2021-05-17
其他電子類,3541,西柏,tpex,2021-05-17
光電業,3543,州巧,twse,2021-05-17
電子工業,3543,州巧,twse,2021-05-17
半導體業,3545,敦泰,twse,2021-05-17
電子工業,3545,敦泰,twse,2021-05-17
文化創意業,3546,宇峻,tpex,2021-05-17
電子零組件類,3548,兆利,tpex,2021-05-17
電子工業,3550,聯穎,twse,2021-05-17
電子零組件業,3550,聯穎,twse,2021-05-17
其他電子類,3551,世禾,tpex,2021-05-17
其他電子類,3552,同致,tpex,2021-05-17
半導體類,3555,重鵬,tpex,2021-05-17
半導體類,3556,禾瑞亞,tpex,2021-05-17
其他,3557,嘉威,twse,2021-05-17
通信網路類,3558,神準,tpex,2021-05-17
半導體業,3559,全智科,twse,2021-05-17
電子工業,3559,全智科,twse,2021-05-17
光電業,3561,昇陽光電,twse,2021-05-17
電子工業,3561,昇陽光電,twse,2021-05-17
光電業,3563,牧德,twse,2021-05-17
電子工業,3563,牧德,twse,2021-05-17
通信網路類,3564,其陽,tpex,2021-05-17
半導體類,3567,逸昌,tpex,2021-05-17
資訊服務類,3570,大塚,tpex,2021-05-17
光電業,3573,穎台,twse,2021-05-17
電子工業,3573,穎台,twse,2021-05-17
光電業,3576,聯合再生,twse,2021-05-17
電子工業,3576,聯合再生,twse,2021-05-17
電腦及週邊類,3577,泓格,tpex,2021-05-17
半導體業,3579,尚志,twse,2021-05-17
電子工業,3579,尚志,twse,2021-05-17
其他電子類,3580,友威科,tpex,2021-05-17
半導體類,3581,博磊,tpex,2021-05-17
半導體業,3583,辛耘,twse,2021-05-17
電子工業,3583,辛耘,twse,2021-05-17
光電業,3584,介面,twse,2021-05-17
電子工業,3584,介面,twse,2021-05-17
其他電子類,3587,閎康,tpex,2021-05-17
半導體業,3588,通嘉,twse,2021-05-17
電子工業,3588,通嘉,twse,2021-05-17
光電業,3591,艾笛森,twse,2021-05-17
電子工業,3591,艾笛森,twse,2021-05-17
電子工業,3593,力銘,twse,2021-05-17
電子零組件業,3593,力銘,twse,2021-05-17
電腦及週邊類,3594,磐儀,tpex,2021-05-17
通信網路業,3596,智易,twse,2021-05-17
電子工業,3596,智易,twse,2021-05-17
電子零組件類,3597,映興,tpex,2021-05-17
半導體業,3598,奕力,twse,2021-05-17
電子工業,3598,奕力,twse,2021-05-17
光電業,3599,旺能,twse,2021-05-17
電子工業,3599,旺能,twse,2021-05-17
電子工業,3605,宏致,twse,2021-05-17
電子零組件業,3605,宏致,twse,2021-05-17
電子工業,3607,谷崧,twse,2021-05-17
電子零組件業,3607,谷崧,twse,2021-05-17
電子零組件類,3609,東林,tpex,2021-05-17
電腦及週邊類,3611,鼎翰,tpex,2021-05-17
半導體業,3614,誠致,twse,2021-05-17
電子工業,3614,誠致,twse,2021-05-17
光電業類,3615,安可,tpex,2021-05-17
其他電子業,3617,碩天,twse,2021-05-17
電子工業,3617,碩天,twse,2021-05-17
光電業,3622,洋華,twse,2021-05-17
電子工業,3622,洋華,twse,2021-05-17
光電業類,3623,富晶通,tpex,2021-05-17
電子零組件類,3624,光頡,tpex,2021-05-17
電腦及週邊類,3625,西勝,tpex,2021-05-17
其他電子類,3628,盈正,tpex,2021-05-17
光電業類,3629,地心引力,tpex,2020-06-03
文化創意業,3629,地心引力,tpex,2021-05-17
光電業類,3630,新鉅科,tpex,2021-05-17
電子零組件類,3631,晟楠,tpex,2021-05-17
通信網路類,3632,研勤,tpex,2021-05-17
半導體業,3638,F-IML,twse,2021-05-17
電子工業,3638,F-IML,twse,2021-05-17
其他電子類,3642,駿熠電,tpex,2021-05-17
電子工業,3645,達邁,twse,2021-05-17
電子零組件業,3645,達邁,twse,2021-05-17
電子零組件類,3646,艾恩特,tpex,2021-05-17
電腦及週邊類,3652,精聯,tpex,2021-05-17
電子工業,3653,健策,twse,2021-05-17
電子零組件業,3653,健策,twse,2021-05-17
半導體業,3661,世芯-KY,twse,2021-05-17
電子工業,3661,世芯-KY,twse,2021-05-17
其他電子類,3663,鑫科,tpex,2021-05-17
通信網路類,3664,安瑞-KY,tpex,2021-05-17
其他電子業,3665,貿聯-KY,twse,2021-05-17
電子工業,3665,貿聯-KY,twse,2021-05-17
光電業類,3666,光耀,tpex,2021-05-17
光電業,3669,圓展,twse,2021-05-17
電子工業,3669,圓展,twse,2021-05-17
通信網路類,3672,康聯訊,tpex,2021-05-17
光電業,3673,TPK-KY,twse,2021-05-17
電子工業,3673,TPK-KY,twse,2021-05-17
半導體類,3675,德微,tpex,2021-05-17
電子工業,3679,新至陞,twse,2021-05-17
電子零組件業,3679,新至陞,twse,2021-05-17
半導體類,3680,家登,tpex,2021-05-17
通信網路業,3682,亞太電,twse,2021-05-17
電子工業,3682,亞太電,twse,2021-05-17
通信網路類,3684,榮昌,tpex,2021-05-17
光電業類,3685,元創精密,tpex,2021-05-17
半導體業,3686,達能,twse,2021-05-17
電子工業,3686,達能,twse,2021-05-17
文化創意業,3687,歐買尬,tpex,2020-06-03
電子商務業,3687,歐買尬,tpex,2021-05-17
電子零組件類,3689,湧德,tpex,2021-05-17
光電業類,3691,碩禾,tpex,2021-05-17
電腦及週邊類,3693,營邦,tpex,2021-05-17
通信網路業,3694,海華,twse,2021-05-17
電子工業,3694,海華,twse,2021-05-17
半導體業,3697,F-晨星,twse,2021-05-17
電子工業,3697,F-晨星,twse,2021-05-17
光電業,3698,隆達,twse,2021-05-17
電子工業,3698,隆達,twse,2021-05-17
電子工業,3701,大眾控,twse,2021-05-17
電腦及週邊設備業,3701,大眾控,twse,2021-05-17
電子工業,3702,大聯大,twse,2021-05-17
電子通路業,3702,大聯大,twse,2021-05-17
電子工業,3702A,大聯大甲特,twse,2021-05-17
電子通路業,3702A,大聯大甲特,twse,2021-05-17
建材營造,3703,欣陸,twse,2021-05-17
通信網路業,3704,合勤控,twse,2021-05-17
電子工業,3704,合勤控,twse,2021-05-17
化學生技醫療,3705,永信,twse,2021-05-17
生技醫療業,3705,永信,twse,2021-05-17
電子工業,3706,神達,twse,2021-05-17
電腦及週邊設備業,3706,神達,twse,2021-05-17
半導體類,3707,漢磊,tpex,2021-05-17
化學工業,3708,上緯投控,twse,2021-05-17
化學生技醫療,3708,上緯投控,twse,2021-05-17
電腦及週邊類,3709,鑫聯大投控,tpex,2021-05-17
電子零組件類,3710,連展投控,tpex,2021-05-17
半導體業,3711,日月光投控,twse,2021-05-17
電子工業,3711,日月光投控,twse,2021-05-17
電子工業,3712,永崴投控,twse,2021-05-17
電腦及週邊設備業,3712,永崴投控,twse,2021-05-17
光電業類,3713,新晶投控,tpex,2021-05-17
光電業,3714,富采,twse,2021-05-17
電子工業,3714,富采,twse,2021-05-17
生技醫療類,4102,永日,tpex,2021-05-17
化學生技醫療,4104,佳醫,twse,2021-05-17
生技醫療業,4104,佳醫,twse,2021-05-17
生技醫療類,4105,東洋,tpex,2021-05-17
化學生技醫療,4106,雃博,twse,2021-05-17
生技醫療業,4106,雃博,twse,2021-05-17
生技醫療類,4107,邦特,tpex,2021-05-17
化學生技醫療,4108,懷特,twse,2021-05-17
生技醫療業,4108,懷特,twse,2021-05-17
生技醫療類,4109,加捷生醫,tpex,2021-05-17
生技醫療類,4111,濟生,tpex,2021-05-17
建材營造,4113,聯上,tpex,2021-05-17
生技醫療類,4114,健喬,tpex,2021-05-17
生技醫療類,4116,明基醫,tpex,2021-05-17
化學生技醫療,4119,旭富,twse,2021-05-17
生技醫療業,4119,旭富,twse,2021-05-17
生技醫療類,4120,友華,tpex,2021-05-17
生技醫療類,4121,優盛,tpex,2021-05-17
生技醫療類,4123,晟德,tpex,2021-05-17
生技醫療類,4126,太醫,tpex,2021-05-17
生技醫療類,4127,天良,tpex,2021-05-17
生技醫療類,4128,中天,tpex,2021-05-17
生技醫療類,4129,聯合,tpex,2021-05-17
生技醫療類,4129A,聯合甲特,tpex,2021-05-17
生技醫療類,4130,健亞,tpex,2021-05-17
生技醫療類,4131,晶宇,tpex,2021-05-17
化學生技醫療,4133,亞諾法,twse,2021-05-17
生技醫療業,4133,亞諾法,twse,2021-05-17
化學生技醫療,4137,麗豐-KY,twse,2021-05-17
生技醫療業,4137,麗豐-KY,twse,2021-05-17
生技醫療類,4138,曜亞,tpex,2021-05-17
生技醫療類,4139,馬光-KY,tpex,2021-05-17
化學生技醫療,4141,龍燈-KY,twse,2021-05-17
生技醫療業,4141,龍燈-KY,twse,2021-05-17
化學生技醫療,4142,國光生,twse,2021-05-17
生技醫療業,4142,國光生,twse,2021-05-17
化學生技醫療,4144,康聯-KY,twse,2021-05-17
生技醫療業,4144,康聯-KY,twse,2021-05-17
生技醫療類,4147,中裕,tpex,2021-05-17
化學生技醫療,4148,全宇生技-KY,twse,2021-05-17
生技醫療業,4148,全宇生技-KY,twse,2021-05-17
生技醫療類,4152,台微體,tpex,2021-05-17
生技醫療類,4153,鈺緯,tpex,2021-05-17
生技醫療類,4154,康樂-KY,tpex,2021-05-17
化學生技醫療,4155,訊映,twse,2021-05-17
生技醫療業,4155,訊映,twse,2021-05-17
生技醫療類,4157,太景*-KY,tpex,2021-05-17
生技醫療類,4160,創源,tpex,2021-05-17
生技醫療類,4161,聿新科,tpex,2021-05-17
生技醫療類,4162,智擎,tpex,2021-05-17
生技醫療類,4163,鐿鈦,tpex,2021-05-17
化學生技醫療,4164,承業醫,twse,2021-05-17
生技醫療業,4164,承業醫,twse,2021-05-17
生技醫療類,4167,松瑞藥,tpex,2021-05-17
生技醫療類,4168,醣聯,tpex,2021-05-17
農業科技業,4171,瑞基,tpex,2021-05-17
生技醫療類,4173,久裕,tpex,2021-05-17
生技醫療類,4174,浩鼎,tpex,2021-05-17
生技醫療類,4175,杏一,tpex,2021-05-17
生技醫療類,4183,福永生技,tpex,2021-05-17
